id,text,author
id10369,I thought also of my father and surviving brother; should I by my base desertion leave them exposed and unprotected to the malice of the fiend whom I had let loose among them?,MWS
id03917,"Those divine lights which shone on me as did those of Beatrice upon Dante, and well might I say with him yet with what different feelings E quasi mi perdei gli occhi chini.",MWS
id17078,"Perhaps it was natural for him to dream a new name; for he was the last of his family, and alone among the indifferent millions of London, so there were not many to speak to him and remind him who he had been.",HPL
id21158,"I fancied that each shadow, as the sun descended lower and lower, separated itself sullenly from the trunk that gave it birth, and thus became absorbed by the stream; while other shadows issued momently from the trees, taking the place of their predecessors thus entombed.",EAP
id16048,"Sargent was sorry, but I would have to stop over at the Gilman.",HPL
id24962,We existed within ourselves alone.,EAP
id16840,"They hanged her on Gallows Hill, with Cotton Mather looking sanctimoniously on.",HPL
id19603,"But the true epicure in the terrible, to whom a new thrill of unutterable ghastliness is the chief end and justification of existence, esteems most of all the ancient, lonely farmhouses of backwoods New England; for there the dark elements of strength, solitude, grotesqueness, and ignorance combine to form the perfection of the hideous.",HPL
id03903,"Upon examining the other window, a similar nail was seen similarly fitted in it; and a vigorous attempt to raise this sash, failed also.",EAP
id20992,The loveliness of Eleonora was that of the Seraphim; but she was a maiden artless and innocent as the brief life she had led among the flowers.,EAP
id19769,"Something was coming along that road, and I must lie low till its passage and vanishment in the distance.",HPL
id06048,There was an opening where I could dump them in.,HPL
id25098,"The skeleton, though crushed in places by the jaws of the thing that had killed it, held together with surprising firmness, and we gloated over the clean white skull and its long, firm teeth and its eyeless sockets that once had glowed with a charnel fever like our own.",HPL
id16091,There was nothing more.,HPL
id27192,"He is not spirit, for he exists.",EAP
id05897,"If she had gone near the spot where his body lay, it was without her knowledge.",MWS
id00828,Yet all this was apart from any extraordinary dilapidation.,EAP
id03081,"Adrian, who was beside me, hastened to him, and jumping down the benches, was at his side in a moment.",MWS
id17700,"Ashamed to apply again to the king, he turned his back upon London, its false delights and clinging miseries; and, with poverty for his sole companion, buried himself in solitude among the hills and lakes of Cumberland.",MWS
id21027,"Wilbur was closing all the doors and windows on the ground floor, and seemed to be taking out partitions as he and his grandfather had done upstairs four years before.",HPL
id05661,"The first sound of martial instruments that came upon our undisciplined foe, inspired surprise, not unmingled with dread.",MWS
id01546,"What worried us more was the talk of Boatswain Müller, which grew wilder as night came on.",HPL
id02288,"In the elder time chosen men had talked with the entombed Old Ones in dreams, but then something had happened.",HPL
id09191,"This was on the oceanward side that he could not see, where the narrow portal opened on blank space thousands of feet in the misty sky above the waves.",HPL
id19074,"Cold, want, and fatigue were the least pains which I was destined to endure; I was cursed by some devil and carried about with me my eternal hell; yet still a spirit of good followed and directed my steps and when I most murmured would suddenly extricate me from seemingly insurmountable difficulties.",MWS
id07557,The poor that stopped at their door were never driven away.,MWS
id04211,"After an interval the explosions ceased, but the flames still shot up from various quarters; the dome of St. Sophia had disappeared.",MWS
id22871,"My uncle at once telephoned the family, and from that time forward kept close watch of the case; calling often at the Thayer Street office of Dr. Tobey, whom he learned to be in charge.",HPL
id16178,"But if no endeavour on my part can contribute to your happiness, let me at least know your sorrow, and surely my earnest love and deep sympathy must soothe your despair.",MWS
id25172,"We left Oxford with regret and proceeded to Matlock, which was our next place of rest.",MWS
id15654,"Nor will we be the less tormented if the song in itself be good, or the opera air meritorious.",EAP
id11955,"I have heard a picture described, wherein all the inhabitants of earth were drawn out in fear to stand the encounter of Death.",MWS
id24939,"He could dispel the seriousness of Perdita, and take the sting from the torturing activity of my nature.",MWS
id12850,My wife and my sister will never recover from their horror.,MWS
id24628,I visited Edinburgh with languid eyes and mind; and yet that city might have interested the most unfortunate being.,MWS
id11283,"My best feelings were called into play to give fitting responses to the generosity, wisdom, and amenity of my new friend.",MWS
id15832,"The Countess had the advantage of position; so I was vanquished, though I would not yield.",MWS
