text,author
"The ossification had proceeded with very unusual rapidity; no sign of it had discovered a month before, and the adhesion had only been observed during the three previous days.",EAP
"Independently of the phthisis, the patient was suspected of aneurism of the aorta; but on this point the osseous symptoms rendered an exact diagnosis impossible.",EAP
It was the opinion of both physicians that M. Valdemar would die about midnight on the morrow (Sunday.),EAP
It was then seven o'clock on Saturday evening.,EAP
"On quitting the invalid's bed-side to hold conversation with myself, Doctors D___ and F___ had bidden him a final farewell.",EAP
"It had not been their intention to return; but, at my request, they agreed to look in upon the patient about ten the next night.",EAP
"When they had gone, I spoke freely with M. Valdemar on the subject of his approaching dissolution, as well as, more particularly, of the experiment proposed.",EAP
"He still professed himself quite willing and even anxious to have it made, and urged me to commence it at once.",EAP
"A male and a female nurse were in attendance; but I did not feel myself altogether at liberty to engage in a task of this character with no more reliable witnesses than these people, in case of sudden accident, might prove.",EAP
"I therefore postponed operations until about eight the next night, when the arrival of a medical student, with whom I had some acquaintance, (Mr. Theodore L___l,) relieved me from farther embarrassment.",EAP
"It had been my design, originally, to wait for the physicians; but I was induced to proceed, first, by the urgent entreaties of M. Valdemar, and secondly, by my conviction that I had not a moment to lose, as he was evidently sinking fast.",EAP
"Mr. L___l was so kind as to accede to my desire that he would take notes of all that occurred; and it is from his memoranda that what I now have to relate is, for the most part, either condensed or copied verbatim.",EAP
"It wanted about five minutes of eight when, taking the patient's hand, I begged him to state, as distinctly as he could, to Mr. L___l, whether he (M. Valdemar,) was entirely willing that I should make the experiment of mesmerizing him in his then condition.",EAP
"He replied feebly, yet quite audibly, ""Yes, I wish to be mesmerized"" -- adding immediately afterwards, ""I fear you have deferred it too long.""",EAP
"While he spoke thus, I commenced the passes which I had already found most effectual in subduing him.",EAP
"He was evidently influenced with the first lateral stroke of my hand across his forehead; but although I exerted all my powers, no farther perceptible effect was induced until some minutes after ten o'clock, when Doctors D___ and F___ called, according to appointment.",EAP
"I explained to them, in a few words, what I designed, and as they opposed no objection, saying that the patient was already in the death agony, I proceeded without hesitation -- exchanging, however, the lateral passes for downward ones, and directing my gaze entirely into the right eye of the sufferer.",EAP
"By this time his pulse was imperceptible and his breathing was stertorous, and at intervals of half a minute.",EAP
This condition was nearly unaltered for a quarter of an hour.,EAP
"At the expiration of this period, however, a natural although a very deep sigh escaped the bosom of the dying man, and the stertorous breathing ceased -- that is to say, its stertorousness was no longer apparent; the intervals were undiminished.",EAP
The patient's extremities were of an icy coldness.,EAP
"At five minutes before eleven, I perceived unequivocal signs of the mesmeric influence.",EAP
"The glassy roll of the eye was changed for that expression of uneasy inward examination which is never seen except in cases of sleep-waking, and which it is quite impossible to mistake.",EAP
"With a few rapid lateral passes I made the lids quiver, as in incipient sleep, and with a few more I closed them altogether.",EAP
"I was not satisfied, however, with this, but continued the manipulations vigorously, and with the fullest exertion of the will, until I had completely stiffened the limbs of the slumberer, after placing them in a seemingly easy position.",EAP
"The legs were at full length; the arms were nearly so, and reposed on the bed at a moderate distance from the loins.",EAP
The head was very slightly elevated.,EAP
"When I had accomplished this, it was fully midnight, and I requested the gentlemen present to examine M. Valdemar's condition.",EAP
"After a few experiments, they admitted him to be in an unusually perfect state of mesmeric trance.",EAP
The curiosity of both the physicians was greatly excited.,EAP
"Dr. D___ resolved at once to remain with the patient all night, while Dr. F___ took leave with a promise to return at daybreak.",EAP
Mr. L___l and the nurses remained.,EAP
"We left M. Valdemar entirely undisturbed until about three o'clock in the morning, when I approached him and found him in precisely the same condition as when Dr. F___ went away -- that is to say, he lay in the same position; the pulse was imperceptible; the breathing was gentle (scarcely noticeable, unless through the application of a mirror to the lips;) the eyes were closed naturally; and the limbs were as rigid and as cold as marble.",EAP
