id,text,author
id00022,In chaos sliding shifting earth I clawed floundered helplessly till rain head steadied I saw I come surface familiar spot steep unforested place southwest slope mountain,HPL
id04040,His brow coldness ice,EAP
id04917,It one open least frequented parts broad Pacific packet I supercargo fell victim German sea raider,HPL
id24211,To tear piece fabric two distinct forces different directions almost every case required,EAP
id19361,No said majesty come sir strip Strip indeed pretty faith sir I shall strip,EAP
id10728,There much beautiful much wanton much bizarre something terrible little might excited disgust,EAP
id06476,Come window quiet,HPL
id08006,And friend would far amused journal Clerval observed scenery eye feeling delight listening reflections,MWS
id01298,Now game I take tonight,HPL
id16403,Such thing surely physical biochemical impossibility light newer science includes theories relativity intra atomic action,HPL
id13136,I guess call white trash South lawless sly full secret doings,HPL
id13085,Why hate Felix drove friend door contumely,MWS
id01137,Grecian maidens devotion strew flowers tomb make air around resonant patriotic hymns name find high record,MWS
id16134,Und ave pelief te Angel te Odd I nodded,EAP
id20949,But struggles gasps would occur body thrown water immediately death violence,EAP
id25358,Notwithstanding good offices Doctor strenuous exertions association get notice met great success I joined,EAP
id27753,The horror would appear pop rat hole corner patter toward sagging wide planked floor evil expectancy tiny bearded human face mercifully dream always melted away object got close enough nuzzle,HPL
id01559,Armington helped Birch outside spare bed sent little son Edwin Dr Davis,HPL
id27062,But I must put au fait details necessary composing may denominated genuine Blackwood article sensation stamp kind understand say I consider best purposes,EAP
id19102,Although I pronounced great promptness true title Man Friday means Man Fred yet I returned seek Mrs,EAP
id08190,Old white bearded ragged host possessed countenance physique inspired equal wonder respect,HPL
id22271,Sometimes lone poet traveller would come view would try picture vanished glory yet travellers poets many,HPL
id06288,This morrow last came say day finally dawned upon long weary night impatience hours one snail paced dreary innumerable,EAP
id25370,He say favour attempt say attempt would venial aspirant go far declare war erect standard kingdom fault ought regarded indulgent eye,MWS
id17585,It impressed deeply,MWS
id16711,Shortly sunrise I found accordingly Palazzo one huge structures gloomy yet fantastic pomp tower waters Grand Canal vicinity Rialto,EAP
id24126,My friends holding little musical levee,EAP
id12223,Armitage half ready tell might make copy parts needed thought suddenly possible consequences checked,HPL
id21090,The Turk amazed delighted endeavoured kindle zeal deliverer promises reward wealth,MWS
id12899,This late winter night match evidently disastrous results since two timorous Poles come us incoherently whispered entreaties attend secret desperate case,HPL
id11416,At impatience smiled,EAP
id26283,In morning I reading Glover Leonidas Wilkie Epigoniad Lamartine Pilgrimage Barlow Columbiad Tuckermann Sicily Griswold Curiosities I willing confess therefore I felt little stupid,EAP
id23467,And miracle finding door large wooden bolt I plunged wildly away glassy eyed thing dark ghoulish howling accursed viol whose fury increased even I plunged,HPL
id16658,I remembered also necessity imposed upon either journeying England entering long correspondence philosophers country whose knowledge discoveries indispensable use present undertaking,MWS
id26421,The elastic nature clasp garter self demonstration unusualness abbreviation,EAP
id22955,Having lost artificial settings lives grew void direction dramatic interest till length strove drown ennui bustle pretended usefulness noise excitement barbaric display animal sensation,HPL
id06338,Thus evident assign period thing like accuracy corpse shall rise decomposition,EAP
id07823,It loveliest thing creation What,EAP
id15999,Whether professes play chess informed,EAP
id16917,From moment mother death untill departure never heard utter single word buried deepest melancholy took notice one often hours eyes streamed tears fearful gloom overpowered,MWS
id06084,I saw crescent designed cross region heart,EAP
id02021,I believe without slightest tinge bad heart coldest ever filled human breast totally incapable affection,MWS
id05066,It Asaph coffin Birch I thought I knew teeth front ones missing upper jaw never God sake shew wounds The body pretty badly gone ever I saw vindictiveness face former face,HPL
id06169,The place dispirited curiously evening I almost prepared I saw thought I saw amidst whitish deposits particularly sharp definition huddled form I suspected boyhood,HPL
id12569,Besides really knew little wide salt marshes desolate unpeopled keep neighbours Innsmouth landward side,HPL
id20599,This one consisted forehead unusually hideously lofty appearance bonnet crown flesh superadded upon natural head,EAP
id15309,These people blinded details,EAP
id06161,I think professor intended keep silent regarding part knew would destroyed notes sudden death seized,HPL
id17067,The figure short exquisitely proportioned clad somewhat formal dress perfect cut fit,HPL
id12252,They darted almost noiselessly underbrush astonished watcher seemed think entirely unclothed,HPL
id19590,When proceeded path Ram course scarcely straight ram horn never axiom axiom,EAP
id07100,You know ordinary art difference world vital breathing things drawn Nature models artificial truck commercial small fry reel bare studio rule,HPL
id24011,The crew pace deck unquiet tremulous step upon countenances expression eagerness hope apathy despair,EAP
id20959,Would I like guidance one long practiced explorations possessed local information profoundly deeper obvious newcomer could possibly gained,HPL
id00188,But confessed,MWS
id21476,Our vessels truly sport winds waves even Gulliver toy Brobdignagians stable abode could hurt life limb eruptions nature,MWS
id05039,Instead pondered deeply made many plans following day,HPL
id15983,He generally terrified baffled auditors within hour awakening would forget said least caused say relapsing bovine half amiable normality like hill dwellers,HPL
id19717,I lost life Do believe said Raymond haughtily,MWS
id01879,Granting passage I meet atmosphere essentially surface earth I conceived means ingenious apparatus M Grimm I readily enabled condense sufficient quantity purposes respiration,EAP
id00322,By way talking Latin one tell meaning quocunque meaning modo,EAP
id16088,The wind shrieked horribly Syracusans Arcadians prayed Aiolos,HPL
id01035,In squalid thieves den entire family torn shreds unknown thing left trace around heard night usual clamour drunken voices faint deep insistent note gigantic hound,HPL
