,text,author
2720,"His tale is connected and told with an appearance of the simplest truth, yet I own to you that the letters of Felix and Safie, which he showed me, and the apparition of the monster seen from our ship, brought to me a greater conviction of the truth of his narrative than his asseverations, however earnest and connected.",MWS
2721,"Such a monster has, then, really existence!",MWS
2722,"I cannot doubt it, yet I am lost in surprise and admiration.",MWS
2723,"Sometimes I endeavoured to gain from Frankenstein the particulars of his creature’s formation, but on this point he was impenetrable.",MWS
2724,"“Are you mad, my friend?” said he.",MWS
2725,“Or whither does your senseless curiosity lead you?,MWS
2726,Would you also create for yourself and the world a demoniacal enemy?,MWS
2727,"Learn my miseries and do not seek to increase your own.”  Frankenstein discovered that I made notes concerning his history; he asked to see them and then himself corrected and augmented them in many places, but principally in giving the life and spirit to the conversations he held with his enemy.",MWS
2728,"“Since you have preserved my narration,” said he, “I would not that a mutilated one should go down to posterity.”  Thus has a week passed away, while I have listened to the strangest tale that ever imagination formed.",MWS
2729,My thoughts and every feeling of my soul have been drunk up by the interest for my guest which this tale and his own elevated and gentle manners have created.,MWS
2730,"I wish to soothe him, yet can I counsel one so infinitely miserable, so destitute of every hope of consolation, to live?",MWS
2731,The only joy that he can now know will be when he composes his shattered spirit to peace and death.,MWS
2732,"Yet he enjoys one comfort, the offspring of solitude and delirium; he believes that when in dreams he holds converse with his friends and derives from that communion consolation for his miseries or excitements to his vengeance, that they are not the creations of his fancy, but the beings themselves who visit him from the regions of a remote world.",MWS
2733,This faith gives a solemnity to his reveries that render them to me almost as imposing and interesting as truth.,MWS
2734,Our conversations are not always confined to his own history and misfortunes.,MWS
2735,On every point of general literature he displays unbounded knowledge and a quick and piercing apprehension.,MWS
2736,"His eloquence is forcible and touching; nor can I hear him, when he relates a pathetic incident or endeavours to move the passions of pity or love, without tears.",MWS
2737,"What a glorious creature must he have been in the days of his prosperity, when he is thus noble and godlike in ruin!",MWS
2738,He seems to feel his own worth and the greatness of his fall.,MWS
2739,"“When younger,” said he, “I believed myself destined for some great enterprise.",MWS
2740,"My feelings are profound, but I possessed a coolness of judgment that fitted me for illustrious achievements.",MWS
2741,"This sentiment of the worth of my nature supported me when others would have been oppressed, for I deemed it criminal to throw away in useless grief those talents that might be useful to my fellow creatures.",MWS
2742,"When I reflected on the work I had completed, no less a one than the creation of a sensitive and rational animal, I could not rank myself with the herd of common projectors.",MWS
2743,"But this thought, which supported me in the commencement of my career, now serves only to plunge me lower in the dust.",MWS
2744,"All my speculations and hopes are as nothing, and like the archangel who aspired to omnipotence, I am chained in an eternal hell.",MWS
2745,"My imagination was vivid, yet my powers of analysis and application were intense; by the union of these qualities I conceived the idea and executed the creation of a man.",MWS
2746,Even now I cannot recollect without passion my reveries while the work was incomplete.,MWS
2747,"I trod heaven in my thoughts, now exulting in my powers, now burning with the idea of their effects.",MWS
2748,From my infancy I was imbued with high hopes and a lofty ambition; but how am I sunk!,MWS
2749,"My friend, if you had known me as I once was, you would not recognise me in this state of degradation.",MWS
2750,"Despondency rarely visited my heart; a high destiny seemed to bear me on, until I fell, never, never again to rise.”  Must I then lose this admirable being?",MWS
2751,I have longed for a friend; I have sought one who would sympathise with and love me.,MWS
2752,"Behold, on these desert seas I have found such a one, but I fear I have gained him only to know his value and lose him.",MWS
2753,"I would reconcile him to life, but he repulses the idea.",MWS
2754,"“I thank you, Walton,” he said, “for your kind intentions towards so miserable a wretch; but when you speak of new ties and fresh affections, think you that any can replace those who are gone?",MWS
2755,"Can any man be to me as Clerval was, or any woman another Elizabeth?",MWS
2756,"Even where the affections are not strongly moved by any superior excellence, the companions of our childhood always possess a certain power over our minds which hardly any later friend can obtain.",MWS
2757,"They know our infantine dispositions, which, however they may be afterwards modified, are never eradicated; and they can judge of our actions with more certain conclusions as to the integrity of our motives.",MWS
2758,"A sister or a brother can never, unless indeed such symptoms have been shown early, suspect the other of fraud or false dealing, when another friend, however strongly he may be attached, may, in spite of himself, be contemplated with suspicion.",MWS
